Supplementary Table 2: qGI Genetic Interaction Scores,,,,,,,,,
gene,FASN_merge,ACACA,LDLR,SREBF1,SREBF2,C12orf49,qGI_FASN_a,qGI_FASN_b,qGI_FASN_c
HNRNPAB,0.422422734,0.125171443,0.133272399,-0.138161478,-0.007493777,0.160720375,0.14,-0.10,-0.19
RGL4,-0.068551305,0.125189035,0.082550385,0.019692702,0.087594207,0.273399323,0.14,0.22,-0.07
KIAA0100,0.357968122,0.125197774,0.405325863,0.240764739,-0.22523055,-0.178721863,0.14,0.14,0.01
SMYD3,-0.013207951,0.12523007,0.108674578,0.061564246,-0.003342022,-0.349166055,0.14,0.76,-0.25
EBLN2,-0.036129336,0.125274823,-0.379543554,0.225074976,0.131004606,0.227393899,0.14,0.18,0.19
FGG,-0.034299801,0.125298302,0.02878742,0.224171571,-0.208471767,0.172126853,0.14,-0.16,-0.20
IP6K3,-0.169598438,0.125320249,-0.012540674,0.166837556,0.035423903,-0.251244912,0.14,0.07,-0.05
C15orf38,-0.061009357,0.12534652,-0.171300059,-0.106092766,-0.203695078,0.153195192,0.14,-0.15,0.01
FKBP3,0.002284746,0.125368131,0.30810785,-0.082699129,0.000801223,-0.058273777,0.14,-0.18,-0.39
SH2D3A,-0.039495943,0.125450583,0.042691071,-0.020614345,-0.08318797,-0.049873319,0.14,0.01,-0.21
LRP10,-0.179459792,0.125516726,0.19029584,0.072134318,-0.192292322,-0.275999505,0.14,0.10,-0.34
CCDC180,-0.174931001,0.125524346,-0.074394187,-0.051633695,0.237489883,-0.163729957,0.14,0.23,-0.15
PI16,-0.10316918,0.125524909,-0.182191874,0.169179212,-0.053151126,0.274657752,0.14,-0.06,-0.05
FAM195B,-0.001109617,0.125526247,-0.233630822,0.236770637,-0.127312753,-0.098837872,0.14,0.45,-0.26
FBXW7,-0.308022719,0.125638748,-0.228589219,0.178102144,0.880350694,-0.374457313,0.14,-0.09,0.23
CDKN2AIP,0.449846116,0.125697089,0.288337872,0.293075951,0.595908358,-0.040285933,0.14,0.08,-0.38
MAPK1IP1L,-0.125352978,0.125741079,-0.12447163,0.205453463,-0.444533652,0.051473131,0.14,0.21,0.05
PICK1,-0.154341349,0.125781899,0.115291532,-0.022811658,-0.077986611,0.218008228,0.14,0.04,-0.38
ITGAM,-0.027189503,0.125803663,-0.071050084,-0.195463102,-0.023580439,-0.097256547,0.14,0.11,0.46
TIMP4,-0.01970942,0.125823599,0.21229155,-0.176120531,-0.07788267,-0.220153877,0.14,0.17,-0.05
RUFY4,-0.074769302,0.125837788,-0.04149428,0.086043069,0.160141762,-0.063254787,0.14,-0.11,-0.08
WDR76,-0.008944092,0.125851534,-0.109335244,-0.261006544,0.161872667,0.174956462,0.14,-0.14,-0.06
FUT10,0.094099652,0.125874036,0.398244899,0.042695389,-0.385815372,0.108051193,0.14,0.27,0.31
COL4A1,0.15487306,0.125934371,0.304272906,-0.193387567,-0.010319455,-0.148809527,0.14,-0.23,-0.07
SMIM14,-0.03928778,0.125949953,-0.004079291,0.545668252,0.154876537,-0.069344865,0.14,-0.02,-0.28
DTNA,0.018672318,0.125975357,0.000430741,-0.073018122,-0.08166618,0.078848456,0.14,0.05,0.07
MEOX2,0.015149199,0.125983871,0.342220205,-0.088541398,0.318152841,0.107051637,0.14,-0.27,-0.24
CD36,-0.260093542,0.126046928,-0.258164615,0.032161983,-0.192315208,0.159113516,0.14,-0.16,0.01
DVL2,-0.30872956,0.126108553,0.041105555,-0.470941973,0.102074656,-0.111723027,0.14,0.17,-0.03
ASF1B,-0.055115682,0.126133673,0.15650455,-0.005187754,-0.115604417,-0.031162131,0.14,0.01,-0.15
OR2C1,-0.079286639,0.126182354,-0.13148135,0.161125795,0.090193354,-0.014693865,0.14,-0.15,-0.05
KIAA1456,0.031784313,0.126216216,0.112455588,0.152806523,-0.13849003,-0.146379776,0.14,0.22,0.19
CCDC113,-0.024098883,0.126223653,-0.021140275,-0.289830108,0.141962668,-0.021963353,0.14,0.14,0.10
C8orf33,-0.054451636,0.126247102,0.042462025,0.168857047,0.114833033,0.121634395,0.14,0.01,-0.08
YIPF3,-0.052676722,0.126281708,0.048747249,0.098280749,0.280571832,0.143990867,0.14,-0.07,-0.01
SCIN,-0.081731261,0.126302551,-0.054510731,0.099129361,-0.004194167,0.307336113,0.14,-0.04,-0.04
NEURL1B,-0.113322691,0.126353175,-0.076273035,-0.015705597,0.036717378,-0.217992561,0.14,-0.06,-0.02
TP53INP1,0.128184027,0.126372707,-0.257665987,0.042558122,0.201970569,0.027298801,0.14,0.22,-0.32
POU6F2,-0.009254274,0.126443568,0.347190397,0.00680741,-0.149079981,0.101777802,0.14,0.15,0.01
OR5B2,0.011747296,0.126506245,-0.13944366,0.080448211,-0.287128977,-0.12953042,0.14,-0.07,0.13
IL18RAP,0.004285331,0.126549533,0.021842364,0.045259422,0.073556596,-0.14724264,0.14,-0.23,-0.20
ZFP36L1,-0.040372548,0.126602406,-0.053366841,0.149751507,0.177383751,-0.093211188,0.14,0.20,0.24
HMCN1,-0.015461369,0.126615824,-0.041105846,0.20594906,0.06304462,0.117044795,0.14,0.06,-0.27
ABCA13,0.052367492,0.126634943,-0.043784691,0.102054789,-0.116731882,-0.206577904,0.14,0.20,0.22
VENTX,-0.201204237,0.126670177,0.081699739,-0.005909309,-0.346261429,-0.146502453,0.14,-0.11,-0.21
GPR151,-0.130567237,0.12675835,-0.06077927,-0.097661085,0.370285495,-0.072118861,0.14,0.00,-0.06
THG1L,-0.326979068,0.126773862,0.110336861,0.258560544,0.130669772,-0.024078192,0.14,0.37,0.18
PGF,-0.1504276,0.126807852,0.339136388,0.158251606,-0.177506874,0.096365415,0.14,-0.02,-0.28
ATP6V1F,-0.30255923,0.126807933,-0.183541398,-0.333522845,-0.155593521,-0.084665906,0.14,-0.07,-0.01
CLIP2,0.025658262,0.126830348,0.104723013,0.076854539,-0.275311382,-0.232972906,0.14,-0.28,0.07
IPO11,0.345173201,0.126842702,0.24637414,0.129725939,0.181670061,-0.426183265,0.14,-0.01,-0.06
GDI2,-0.286247528,0.126866588,-0.06481816,0.016075328,-0.208490751,-0.249245836,0.14,-0.17,0.00
ZDHHC21,0.051352131,0.126917365,-0.246051185,0.159062187,0.11170282,0.092361429,0.14,0.15,0.25
SLC22A15,-0.04845334,0.126966498,0.015503544,-0.15288855,-0.336327606,0.073210234,0.14,0.12,0.02
GABPB1,-0.303621863,0.126994957,-0.161350727,-0.296758359,0.157606859,-0.461633944,0.14,-0.02,0.16
TRPV5,0.022973565,0.127022361,0.022752575,0.086882357,0.118394934,-0.03896229,0.14,0.62,0.12
TIAM2,0.334955132,0.127078635,0.097046796,-0.120584056,-0.011091759,-0.035752702,0.14,0.26,0.19
EXOC6,-0.181429266,0.127131185,-0.104819708,-0.021891335,-0.106697143,0.052845313,0.14,-0.01,0.21
UEVLD,-0.0134152,0.127162975,0.082524066,0.088006449,0.104827929,-0.047453311,0.14,-0.11,-0.18
EVA1B,0.224840217,0.127208716,0.200290366,-0.232203646,0.059631374,0.095418526,0.14,0.09,0.31
GK2,0.148770483,0.127269993,0.094118153,-0.119972759,0.044561153,0.112016329,0.14,-0.17,-0.25
CDCA2,0.1135139,0.127280814,0.123466267,-0.207338349,0.187788123,0.010600492,0.14,0.28,-0.10
ISLR,-0.195290143,0.127378989,0.269185828,0.061479894,0.079368532,0.051506476,0.14,0.04,0.02
MYH14,-0.039586906,0.127411108,0.048916012,0.228839892,0.0833122,0.102885846,0.14,0.18,0.10
PHF12,-0.943363151,0.127463352,0.910298058,0.305923474,-0.281652889,-0.592659955,0.14,0.23,0.31
PRELP,0.039678422,0.127526216,0.050663389,-0.0292535,-0.060691609,0.150558392,0.14,0.09,0.00
SCARA3,0.026041827,0.127546492,0.026696722,0.089134908,-0.079477552,-0.043385359,0.14,0.22,-0.29
OR52N2,0.033358933,0.127560863,-0.17067386,0.309366542,-0.176916574,-0.121332798,0.14,0.18,0.10
KCNIP4,0.112665531,0.127592113,0.332648736,0.138539155,0.27548355,-0.365506123,0.14,0.25,0.16
CLIP3,-0.005378643,0.127625284,-0.012722488,-0.293150473,0.04847191,-0.107218518,0.14,0.00,0.18
TM4SF4,0.074165488,0.127648242,-0.320223995,0.190069313,0.212438474,-0.116206867,0.14,0.16,0.20
TK1,-0.127329603,0.127690932,-0.181967788,0.124376836,0.011014769,0.087541366,0.14,0.00,0.04
ENAM,0.140146786,0.127728756,0.33562772,-0.006826255,0.149702338,-0.026467654,0.14,-0.22,0.13
ATP2B3,-0.145103203,0.127735703,0.251771721,0.157293707,-0.080382754,0.002287655,0.14,0.15,-0.26
SLC13A1,-0.109355195,0.127740943,0.148975113,-0.244293055,-0.449602195,0.094371498,0.14,-0.16,0.00
LRP5L,0.051146518,0.127777221,0.058758395,-0.126832989,-0.078297698,-0.087258936,0.14,0.06,-0.12
SIDT2,0.11970231,0.127810286,-0.205039864,-0.07836904,-0.035396397,-0.075067747,0.14,0.02,0.04
ECH1,-0.13893556,0.127856183,0.270244756,0.263142471,0.092548217,-0.164953749,0.14,0.12,-0.07
GOLM1,-0.057771864,0.127867636,0.064982729,-0.112449991,-0.066594027,-0.125874846,0.14,-0.15,0.25
CTSA,0.018568281,0.127930985,0.18153171,-0.070532342,-0.180877387,-0.074677433,0.14,0.03,0.05
C12orf52,-0.060852024,0.127949925,-0.037791242,-0.12838046,-0.072776718,0.172410367,0.14,-0.22,-0.01
ZBTB22,0.110664031,0.127979805,-0.210274237,0.130268605,0.173892975,0.145191657,0.14,0.20,0.07
TAL1,-0.056759708,0.128176394,-0.364197691,-0.061434046,-0.47991257,-0.024111523,0.14,0.02,-0.10
ADAMTS15,0.07398212,0.128259039,0.040560047,0.159981542,-0.06036045,0.088623155,0.14,-0.07,-0.21
TECR,-0.508314191,0.128294455,-0.111967826,-0.375528905,-0.165239699,-0.694745558,0.14,-0.33,0.01
C1QL2,0.002128581,0.12831249,0.266145434,0.058766404,-0.168009728,0.283160312,0.14,-0.18,-0.15
NOG,0.006851506,0.128335867,0.046895616,0.19154238,-0.194684512,-0.109755881,0.14,0.03,-0.31
FZD9,-0.11293198,0.128435211,-0.147031362,-0.009067562,-0.062802161,-0.140373095,0.14,-0.07,0.21
RWDD2A,0.144668752,0.128445973,0.271358136,-0.018405388,0.042335163,0.262404698,0.14,0.15,-0.04
TBCK,-0.255453198,0.128553761,0.118751458,0.107780579,-0.060542771,0.152442527,0.14,0.20,-0.04
GPSM1,-0.004183032,0.128571872,0.067085701,0.03060595,-0.129559885,0.026761468,0.14,0.04,-0.03
SMARCC1,0.057957608,0.128573933,0.486038393,-0.672984588,-0.363891013,-0.563959184,0.14,0.25,-0.06
RTCA,-0.056400158,0.128626337,0.052853732,-0.123981593,-0.003354105,-0.007645189,0.14,-0.07,-0.06
MSS51,-0.157807121,0.128665574,-0.119668197,-0.115401209,0.106034231,-0.18985596,0.14,-0.25,-0.24
RASGRP2,0.130282702,0.128676123,-0.076801357,-0.081840916,0.116404303,0.008698933,0.14,0.26,-0.04
TCEAL8,0.099031157,0.128676657,0.06402762,-0.074267368,-0.140338089,-0.006493291,0.14,-0.04,-0.11
NAA38,-0.116031073,0.128694703,0.03436157,-0.148108937,-0.081501663,0.079258736,0.14,0.00,0.03
CYP4F2,-0.023629492,0.128707701,-0.187187576,-0.129833925,-0.194216562,-0.104838259,0.14,-0.03,0.10
ZHX2,0.142504911,0.128712301,0.156365481,0.009500404,0.086931826,-0.012706062,0.14,0.11,-0.30
RPL27,0.568709924,0.12874824,-0.164200007,-0.049197334,0.150314768,0.134345843,0.14,-0.26,-0.17
TFIP11,-0.025092275,0.12875627,0.109719909,-0.0249519,0.244038428,-0.05234764,0.14,-0.04,-0.24
PHF6,0.094135388,0.128764395,-0.248663163,-0.092494454,-0.003777989,-0.430662583,0.14,-0.18,-0.08
C20orf194,-0.003088878,0.128780381,0.015534208,0.069354438,-0.119735011,-0.064202631,0.14,0.13,0.13
KRTAP10-2,-0.12150849,0.128785877,-0.187419051,-0.040458291,0.432695838,-0.088689565,0.14,0.06,-0.03
BRPF3,0.631368303,0.128822103,-0.135432656,-0.19508656,0.229138125,-0.087016718,0.14,0.03,0.15
VPREB1,-0.209880976,0.128848558,0.011188305,-0.179382858,-0.28522637,0.064729274,0.14,0.00,-0.10
ZNF324B,0.139432692,0.12885012,0.148274502,0.014739971,-0.059331173,0.082087988,0.14,-0.06,-0.07
TMEM63A,-0.15163581,0.12887722,-0.246413109,0.13892589,-0.009838741,-0.113246988,0.14,0.03,0.21
USP26,-0.067111808,0.128884051,-0.187788979,-0.066947103,0.04779502,0.132101445,0.14,0.08,0.01
MFAP4,0.026738936,0.128934542,-0.03736184,-0.06049557,-0.058458793,-0.013560238,0.14,0.01,0.03
GSK3A,-0.190289568,0.128939001,0.01567581,-0.567205976,-0.084701931,-0.230542832,0.14,0.14,-0.34
ARPC1A,-0.137114026,0.128942836,-0.395398067,0.370363589,-0.197734427,-0.272938066,0.15,0.28,-0.07
ARHGAP29,-0.149920398,0.128951993,-0.079583013,0.044030454,0.090038599,0.098352835,0.15,0.08,0.16
TCTN2,-0.008650235,0.128966991,-0.143766567,-0.081921966,0.021331192,-0.168047879,0.15,0.12,-0.13
OPCML,0.216802088,0.129113929,0.036391603,0.008122889,-0.097781348,0.00289252,0.15,-0.06,-0.28
APBA1,-0.019547321,0.129115814,-0.053064796,-0.076522334,0.137214612,-0.122721589,0.15,0.09,-0.25
C12orf76,0.053008435,0.129139718,0.168832252,0.017260684,0.254927645,0.136902277,0.15,-0.08,-0.07
CACNG3,-0.119948934,0.129141772,0.109365891,-0.221542311,0.315796057,0.050532308,0.15,0.30,-0.08
DNAJC16,-0.01526981,0.129173608,0.044770397,0.0274979,0.015737891,0.052926704,0.15,0.04,0.20
OSBPL10,0.048476809,0.129314933,-0.133009187,0.073937592,-0.044201951,0.135641635,0.15,0.14,0.31
UBR3,0.092427574,0.129340351,0.036478283,0.268584373,0.466439053,-0.002028677,0.15,-0.05,0.08
UBXN11,-0.083377206,0.129340396,-0.073341447,-0.10189448,0.213407866,0.063325244,0.15,0.06,-0.37
NLRP5,0.144974502,0.129366089,-0.109745422,0.055182198,0.116461333,0.236105617,0.15,-0.36,0.12
CALD1,0.097078886,0.129418542,0.126940048,0.030319044,-0.196383494,-0.066453438,0.15,0.26,0.00
FBLL1,-0.082633817,0.129426182,-0.189046093,0.273831205,0.090163665,-0.038390337,0.15,-0.12,0.07
PTPN18,0.067197432,0.129469655,0.183742714,0.120884905,0.004181677,-0.014150715,0.15,-0.10,-0.07
PTPRN,-0.0518203,0.129535007,0.106493094,-0.078158595,0.075237112,-0.163904344,0.15,0.08,-0.08
TAS2R16,0.069848082,0.129560412,0.245516005,0.020804641,-0.002172721,0.056732206,0.15,0.15,0.22
CXCR1,0.000381758,0.129601686,0.207331067,0.042301454,0.214849362,0.155531143,0.15,0.04,0.21
CD74,0.094515389,0.129605621,0.102831167,0.028711098,0.011605505,0.02370124,0.15,0.12,0.09
L3MBTL4,0.001447531,0.129625169,0.19594269,0.302768343,0.041999229,-0.091916124,0.15,-0.03,-0.28
TMEM214,0.131464231,0.129626225,0.19125877,0.07631127,-0.234357746,-0.18170827,0.15,0.52,0.62
CYS1,0.148507158,0.129626682,0.00364205,-0.023636938,0.079405952,-0.002634046,0.15,-0.38,0.23
SMAD4,-0.137801885,0.129685412,-0.171685124,-0.212462359,-0.135386346,-0.205165675,0.15,0.15,0.06
C2orf47,-0.092272336,0.129687793,-0.089878966,0.244676778,0.055421549,-0.12377507,0.15,0.09,0.06
PNPLA2,0.06317294,0.129720775,0.422185531,-0.072359442,-0.172838495,-0.023416668,0.15,0.08,-0.05
TP53,0.140386708,0.129796268,-0.445378779,-0.091933683,-0.488360446,0.007523878,0.15,0.22,-0.08
ITPR1,0.050325754,0.129798418,0.264349063,0.09257696,-0.065142414,-0.25852097,0.15,0.07,-0.13
TSSC1,-0.71019156,0.129809594,0.065994682,0.10427336,0.180341025,-0.430630143,0.15,0.30,0.05
MTMR6,0.167996415,0.129823665,0.011040026,0.077044026,-0.007805671,-0.110190596,0.15,0.21,0.03
BCL6,0.187620435,0.12983596,-0.071528942,-0.066817667,0.208135395,0.042315013,0.15,-0.02,-0.09
ANKRD34B,-0.098636249,0.129872147,-0.139462409,-0.078623226,0.179463341,0.201876811,0.15,0.20,0.26
HES6,0.03692768,0.12987545,0.257367923,0.01182167,0.059057758,0.129029543,0.15,-0.13,0.27
KRTCAP2,0.073221098,0.129888623,-0.046074196,0.225610299,-0.286668794,0.070225081,0.15,0.17,0.04
COL4A5,0.071013198,0.129899839,0.230582701,-0.212811126,-0.073322441,-0.020744957,0.15,-0.14,0.26
UBE2O,-0.055189275,0.129942171,0.012624062,0.134894367,-0.24350158,0.17436199,0.15,0.01,-0.05
HSD17B6,0.030389998,0.130027464,-0.235079482,0.079823657,-0.096635502,-0.145330491,0.15,0.06,0.03
CCDC37,-0.078410159,0.130047918,-0.130533723,-0.429945426,-0.116627535,-0.035169182,0.15,-0.15,-0.02
SLMO2,0.056488059,0.130077255,0.109092079,-0.295600982,-0.394949801,-0.076622053,0.15,0.04,-0.45
E2F4,0.180453079,0.130095391,0.62807223,-0.212234726,0.236233297,-0.464216879,0.15,0.18,0.08
NUPL1,0.040061599,0.130108378,0.258146928,0.388927387,-0.387021833,-0.009624176,0.15,-0.21,0.12
GPRC5D,0.016953097,0.130113296,-0.106955502,0.012034022,0.112286367,0.055563369,0.15,-0.06,-0.08
IL7,0.188000484,0.130170226,0.080258063,0.030786654,0.139456723,-0.146661747,0.15,-0.06,0.11
CREB3L1,-0.08340733,0.130194674,-0.000259308,-0.074412927,-0.09191773,-0.205025598,0.15,-0.05,0.05
CREB3,0.120026502,0.130207313,0.224306504,0.177937461,0.189235295,-0.301099125,0.15,-0.05,-0.14
ATG7,-0.011139848,0.130207849,0.230737895,0.445766436,0.399906275,-0.35740523,0.15,-0.12,-0.09
GTF3C6,0.135811826,0.130222108,-0.015891474,-0.16415425,-0.261780694,0.016383884,0.15,-0.04,-0.14
SGOL1,-0.139035461,0.130233697,-0.032431025,-0.048276526,-0.284919574,0.1114522,0.15,-0.08,0.16
B4GALT7,-0.121957503,0.130265931,-0.246920036,0.019752706,-0.070003008,0.049058046,0.15,0.26,0.00
FAM20A,0.183941222,0.130265985,-0.204501875,0.019994009,-0.205328392,0.258615699,0.15,0.12,-0.01
MAPRE1,-0.01074979,0.130267315,-0.255684399,-0.036351358,-0.264709922,0.229440654,0.15,-0.45,-0.32
LMX1B,-0.074184948,0.130359555,-0.073914623,0.007784853,0.056423344,0.002764433,0.15,-0.18,0.00
SLC9A5,-0.002354644,0.130372366,0.435533396,-0.050854107,-0.167377282,0.083142698,0.15,-0.04,-0.29
ZMYND19,0.004524238,0.130380705,-0.114639928,0.108421784,0.032962179,0.086499781,0.15,0.17,0.13
C11orf91,0.231771028,0.130386515,0.077106902,0.051862433,0.121424364,0.164942209,0.15,-0.16,-0.18
DRAP1,-0.211962744,0.130412433,-0.364644095,0.016762736,0.001736766,-0.202036081,0.15,0.31,-0.16
TXNDC12,0.167746478,0.130432154,0.037959041,-0.09270344,-0.004192002,-0.204682095,0.15,-0.06,-0.19
C21orf2,-0.00352489,0.130436297,-0.07681855,0.098732572,0.081136892,0.394181586,0.15,0.28,-0.13
PIP5K1C,0.007099861,0.1304804,0.084917447,0.408960967,-0.22895522,-0.151063728,0.15,0.06,0.14
SET,-0.216904591,0.130540261,0.280350113,0.001111708,-0.114773577,-0.068558083,0.15,0.24,0.03
GDPD1,-0.056022955,0.130555942,0.041251451,0.096162611,0.349382608,0.179990227,0.15,0.02,-0.20
NIM1,-0.156571086,0.130597781,-0.118084309,-0.114551881,-0.047838671,-0.162590029,0.15,0.04,-0.16
ERCC6L,0.049449742,0.130637933,-0.203224703,-0.16266089,0.030261002,-0.279025904,0.15,0.03,-0.33
SH2B3,0.101195571,0.130665115,0.184253025,0.072352072,0.082285393,-0.095729721,0.15,0.27,-0.04
SNRNP35,-0.149402731,0.130716753,-0.359708185,-0.098475514,-0.000614659,0.014364802,0.15,0.16,0.03
FUT5,-0.063496979,0.130727037,-0.109552174,0.105860921,-0.099322303,-0.131957306,0.15,-0.15,0.25
ZNF106,-0.37546193,0.130745959,-0.501780641,0.151990562,-0.182040272,-0.152585859,0.15,0.60,0.17
LEMD3,0.044623127,0.13076306,0.026335708,0.093967572,0.067535064,-0.172494806,0.15,-0.28,0.33
TIMMDC1,0.115012641,0.130786128,0.753539294,0.305429533,0.442982866,-0.041278534,0.15,0.01,0.03
CYP11B2,-0.009773596,0.130814472,0.15761936,-0.19661343,0.155630257,0.226568088,0.15,0.19,-0.02
CNGA3,-0.355051676,0.130841395,-0.275748149,0.046574418,0.120995445,0.037309822,0.15,0.00,-0.30
MKNK1,-0.117475235,0.130909512,0.106502237,0.074656295,-0.350517152,-0.037385472,0.15,-0.01,-0.08
FUCA1,0.028481429,0.130924912,-0.18820864,0.033233298,-0.004635927,-0.084777149,0.15,0.00,-0.04
KIAA2013,-0.207493612,0.130933732,-0.05117373,0.012878926,-0.219868859,-0.193471648,0.15,0.16,0.17
HSD3B2,0.02507636,0.130946048,0.092926967,0.016312788,0.087706356,0.121708119,0.15,-0.19,0.13
FAM126A,0.049536459,0.130958047,0.152502367,-0.01451529,-0.25120757,0.008996908,0.15,0.07,0.34
LPA,0.128501514,0.130984461,0.065405734,0.07117158,-0.04604857,-0.050250453,0.15,0.27,0.40
IL1RL2,0.004096082,0.131010634,-0.292381432,-0.345356187,-0.471317141,-0.170684897,0.15,-0.14,-0.17
AZGP1,-0.148764242,0.131015901,-0.047588926,0.001269048,-0.549893312,0.006888619,0.15,0.13,0.07
IFNW1,0.050753301,0.131158953,-0.130331041,0.028654806,-0.094892061,-0.270356744,0.15,-0.05,0.06
POLR3E,0.112989937,0.131172046,0.22605249,0.183727536,-0.138815734,-0.45467788,0.15,0.14,-0.09
SPRR4,-0.021324817,0.13123438,0.107366452,-0.074836359,-0.033706594,0.029627719,0.15,-0.12,0.06
RBCK1,-0.030544005,0.131239152,-0.176490787,0.013524204,0.16254547,0.141211799,0.15,0.26,-0.22
FAM209B,-0.008831445,0.131251118,0.032610173,0.235029827,-0.235606375,0.437688793,0.15,0.21,0.03
FOLH1,0.006529576,0.131290643,-0.170730384,0.00325323,-0.428901907,0.205938692,0.15,-0.38,-0.66
ART1,0.081825064,0.131347804,-0.443897547,0.274005133,-0.019262958,-0.141053232,0.15,0.22,0.21
PCDH1,0.178543199,0.131402114,-0.097375106,-0.498510259,-0.162996069,0.222939412,0.15,0.38,0.07
DDIT3,-0.099862645,0.131456246,-0.067605985,0.079072104,0.046289524,-0.061430314,0.15,0.03,-0.13
C1orf63,0.035725588,0.131459042,0.060348601,-0.065556067,0.080271982,0.255086642,0.15,0.24,-0.03
MAP9,0.064235143,0.131482509,-0.103008097,-0.233652905,0.217851329,-0.247110014,0.15,-0.29,0.09
NRGN,0.072822878,0.131509026,0.064381584,-0.016827275,0.008821742,-0.110737805,0.15,0.21,0.15
SPO11,0.097113054,0.131524462,0.020502575,0.211327345,0.174660548,0.003294019,0.15,-0.32,0.32
NEU3,0.166561831,0.131539616,0.166588932,0.283863697,-0.112518982,-0.178390609,0.15,-0.15,-0.12
ZFYVE9,-0.031304607,0.131540581,-0.266041934,0.046528466,0.075450144,-0.099202916,0.15,0.07,-0.27
FAM171B,0.006208416,0.131562179,-0.038699591,0.120404777,0.38559663,-0.140216991,0.15,0.12,0.08
ZNF277,0.065830764,0.131612239,0.074836408,-0.188388724,0.074613188,-0.127346446,0.15,-0.12,0.21
NR2C2AP,-0.104321869,0.131626806,0.077397458,-0.606575083,0.016221133,-0.312565538,0.15,0.11,0.26
EZR,0.085337541,0.131631432,-0.09342553,0.355237805,0.06647484,-0.098857922,0.15,-0.09,0.12
TPM3,0.093055443,0.131653097,0.171576639,0.109368812,-0.062711971,0.136929434,0.15,0.18,0.10
SLC39A2,0.047020179,0.131683819,-0.282076502,0.307156954,-0.020813318,-0.096353078,0.15,0.30,0.30
ZZZ3,0.367265842,0.131686392,-0.027097222,-0.047789332,0.089791729,-0.036232859,0.15,0.17,-0.16
RGS22,0.068949415,0.131756089,0.178213565,-0.070268081,0.214692425,-0.130756674,0.15,0.08,-0.02
SERPINA4,0.045864392,0.131851224,0.064956256,0.229108564,0.064346086,-0.066607456,0.15,0.15,-0.17
PLAC1,0.118486985,0.131916356,0.053016559,-0.088136849,0.151532307,-0.061197393,0.15,0.03,0.22
LTB4R,0.016577089,0.13195083,-0.268420546,-0.079758322,-0.369908006,-0.25795199,0.15,0.17,0.19
CMTM2,0.046949285,0.131956786,0.376231612,-0.025926091,-0.073955509,-0.078313146,0.15,0.04,0.00
NF2,0.786416989,0.132052194,0.240491451,-0.277864817,-0.35883354,-0.55476797,0.15,-0.09,-0.39
TMEM202,-0.1857617,0.132095319,-0.120001051,-0.001549507,0.093505313,0.239192746,0.15,-0.13,-0.03
GATAD2B,-0.191233548,0.132103931,-0.07349756,0.015464482,0.231411131,0.073714369,0.15,-0.13,0.22
GPHA2,-0.03848029,0.132142341,-0.004315149,0.101474621,-0.015761953,-0.031464621,0.15,0.27,0.27
DEFB135,0.098695541,0.132142651,-0.126303511,0.210084129,0.054934494,0.082883792,0.15,0.09,0.18
MRPS22,-0.070885232,0.132143802,0.040705772,0.443593785,-0.065634332,-0.256624936,0.15,-0.02,-0.11
MLN,0.041290135,0.13215465,0.043455534,-0.118960011,-0.056235501,0.280059477,0.15,-0.05,-0.22
PTHLH,-0.080174594,0.132245894,-0.027659906,-0.297337391,0.061346691,-0.064700541,0.15,0.45,0.02
PI4K2A,-0.225032557,0.132345963,0.033884458,0.184842687,0.096164112,0.102673816,0.15,0.02,-0.03
WFS1,-0.023905861,0.132353291,0.022189836,0.340569822,0.039005308,0.085062363,0.15,0.03,0.38
