Supplementary Table 2: qGI Genetic Interaction Scores,,,,,,,,,
gene,FASN_merge,ACACA,LDLR,SREBF1,SREBF2,C12orf49,qGI_FASN_a,qGI_FASN_b,qGI_FASN_c
KCND2,0.141922415,0.117179592,0.165387341,-0.250452736,0.024844537,0.074677371,0.13,0.08,0.28
RND3,-0.106095461,0.11721835,-0.020318215,-0.145438941,-0.067420316,0.111703299,0.13,0.02,0.03
RP11-553A10.1,0.154205311,0.117232083,-0.093735276,-0.043537998,0.104241761,0.317161807,0.13,0.20,0.02
ASCL1,0.068355901,0.117237688,0.018473384,0.166805225,-0.25515026,0.001182001,0.13,0.20,-0.05
ZNF554,-0.116819819,0.117261082,0.116288312,0.016316659,-0.112572765,0.020772535,0.13,-0.19,-0.35
CCAR2,-0.25613757,0.117305492,-0.127472213,-0.035303037,-0.078550516,0.306841634,0.13,0.34,0.03
HOXB7,-0.067370979,0.117314753,-0.183266179,0.051519106,0.063802244,-0.240067841,0.13,-0.23,0.14
SIGLEC9,0.073974176,0.117319516,-0.005020437,0.059036347,-0.149010218,-0.039395915,0.13,0.26,-0.09
CNTN3,-0.166501133,0.117321287,0.227430095,-0.231753534,-0.178486289,0.056946741,0.13,0.09,-0.15
MMP13,0.08410388,0.117345382,-0.018281171,0.028546558,-0.121172926,0.160134617,0.13,0.03,-0.11
NPW,-0.066051461,0.117375477,0.102523061,0.08568255,0.191712235,0.142324915,0.13,-0.04,0.10
ASTL,-0.078511636,0.117386021,0.005590739,0.092644913,0.00837071,-0.23757879,0.13,0.00,0.00
SOX10,0.141429962,0.117436847,0.233026314,0.003710097,-0.212675597,0.242149002,0.13,0.33,-0.45
TLE2,0.016291976,0.117491446,0.12281899,-0.27453961,0.055091308,-0.091490298,0.13,0.08,0.01
ZADH2,-0.054033989,0.117492833,-0.003110432,-0.076028892,0.056456079,0.02342759,0.13,0.35,0.08
XPO6,-0.378929811,0.117513153,0.045550073,-0.16046526,0.088265103,-0.10906812,0.13,0.04,-0.11
RBFA,-0.223691743,0.117546019,-0.303737798,0.32647765,-0.0362933,0.124167827,0.13,0.07,0.06
FLRT1,0.045058716,0.117549611,-0.119705234,-0.247976854,-0.040086789,-0.148408473,0.13,0.32,-0.12
ZMPSTE24,0.260735643,0.117687509,0.355141653,-0.139249827,-0.043767133,-0.03436075,0.13,0.08,-0.08
SDCBP,-0.024031314,0.117728559,-0.212269486,-0.038886093,-0.106910533,0.197334392,0.13,0.03,0.01
POM121L2,0.039237955,0.117731394,-0.24682403,0.184655867,-0.149702284,-0.215402705,0.13,-0.21,-0.03
DDX31,0.044550905,0.117834647,0.154967409,-0.210777262,0.261667001,0.077290755,0.13,0.21,0.06
ZNF358,0.056201686,0.11784168,0.058828005,0.042429236,0.272543702,-0.293785052,0.13,0.08,-0.08
ZHX3,-0.117886648,0.117852722,0.132571836,-0.110754271,-0.183224617,-0.23204454,0.13,-0.06,0.12
TRMT112,-0.01495807,0.117888582,0.15584767,0.058614024,-0.340477418,0.092622301,0.13,-0.25,-0.22
PLCXD3,-0.066294484,0.117898345,0.255031003,0.055378134,-0.202572771,-0.160964726,0.13,0.19,0.54
ANKRD66,-0.062382801,0.117932227,-0.270217448,-0.041028835,0.203710574,0.065946916,0.13,0.23,0.21
SSX5,-0.201791076,0.117933057,0.028577286,-0.048022947,0.085020993,-0.103881242,0.13,-0.21,-0.15
ZNF589,0.120912076,0.117950102,-0.04222861,0.142661858,0.077328297,-0.290190927,0.13,-0.07,0.01
RABAC1,0.031891522,0.117981408,0.26662972,-0.038935762,0.102525412,-0.102550285,0.13,-0.14,-0.19
ADRB3,0.251584097,0.117998768,0.209837403,-0.09270754,-0.147784332,0.009324737,0.13,-0.07,-0.26
PCNXL3,-0.040019204,0.118011622,-0.102345546,-0.044393419,-0.093273452,0.328236256,0.13,0.45,0.52
SLC16A1,0.455565011,0.118023511,0.304778829,-0.178875066,-0.468877825,-0.04431839,0.13,0.36,0.08
C13orf35,0.167185798,0.118056642,0.116467031,0.136176405,0.34914994,-0.121842368,0.13,0.14,-0.02
BANK1,0.068217358,0.118115729,-0.132130518,0.08021292,-0.042879642,0.111889707,0.13,-0.07,-0.16
ZNF19,0.121779217,0.11817276,0.157385857,0.188943506,-0.023712918,-0.098950496,0.13,-0.19,0.07
POM121L12,-0.059316953,0.118187007,-0.107724429,0.257776353,-0.46211997,0.213010246,0.13,-0.38,-0.23
AVEN,0.309772671,0.118190896,0.248700803,0.04480569,0.223340107,0.171135983,0.13,0.03,0.25
FAM131C,-0.181366752,0.118195659,-0.023707872,-0.189089801,-0.034959232,-0.051957951,0.13,0.10,0.03
MLPH,0.009183562,0.118252174,-0.202684855,-0.279121389,0.079412862,-0.107280468,0.13,-0.26,0.06
HIP1R,0.103151683,0.118256132,-0.211996901,-0.055342593,0.025144887,0.050010943,0.13,-0.16,-0.07
GLTP,-0.01431312,0.118283906,0.029966714,0.013901681,-0.05085977,-0.084450985,0.13,-0.48,0.32
SHCBP1,-0.015688768,0.118346061,0.161501775,0.160351948,-0.233359761,0.028264687,0.13,-0.03,0.01
ST6GALNAC6,-0.081551877,0.118374136,-0.077340591,-0.043331594,0.05350777,0.031198621,0.13,-0.09,-0.05
INSL4,-0.094761236,0.118451664,0.095225699,-0.046235156,-0.111058398,-0.022659236,0.13,0.28,0.32
S100A3,-0.26763136,0.118509241,-0.158654157,0.071749342,0.087803647,0.233653273,0.13,-0.03,0.09
DAB2IP,-0.046565978,0.1185425,-0.137829525,0.036873475,-0.17288434,-0.046285039,0.13,0.12,-0.01
LILRB5,0.071876681,0.118647576,0.212864171,0.342022605,0.034563515,0.087582884,0.13,-0.25,-0.90
INO80C,-0.053954678,0.11868994,0.064573437,0.138992964,0.110547769,0.078195444,0.13,-0.20,0.19
SLC38A1,0.016772117,0.118719421,0.462189231,0.014249244,-0.309799143,-0.06630907,0.13,0.04,-0.07
FAM104A,-0.154296272,0.118791212,-0.09262978,0.255900681,-0.007267827,0.104837998,0.13,0.14,-0.02
TMEM132A,0.008932774,0.118799749,-0.191009388,0.127035991,-0.235615099,-0.057968003,0.13,-0.17,-0.36
GPR55,-0.178546738,0.118815869,-0.138116053,0.07731231,0.047298255,0.08022593,0.13,-0.07,0.27
PSMB3,0.109728578,0.118975571,0.004382144,-0.137036509,0.098912269,-0.014976223,0.13,-0.06,-0.13
ZNF79,0.257951342,0.119014263,-0.081175474,-0.039907484,-0.065360549,-0.351038618,0.13,-0.08,-0.38
DCTPP1,-0.158464045,0.119060411,-0.355169847,0.18623754,-0.138549267,-0.025264734,0.13,0.25,0.00
TOMM70A,-0.078606,0.119154011,-0.1792878,-0.059923232,-0.307463771,0.615187384,0.13,-0.24,-0.03
OR1F1,-0.07300621,0.119236867,0.097507802,-0.108898161,-0.080745808,-0.141688163,0.13,0.31,0.15
LBX1,-0.043228291,0.119246437,-0.061799802,-0.039170716,-0.024562272,0.107345655,0.13,0.05,0.08
FLOT2,0.11726317,0.119278515,0.00249109,-0.336294598,-0.214357128,0.267731035,0.13,0.10,-0.16
NPAS3,-0.070842264,0.119353696,-0.112206814,-0.029869867,0.132981494,-0.113397283,0.13,0.37,0.09
HIST1H1D,-0.244800513,0.119367716,-0.098934212,0.087791732,0.058659075,0.162576011,0.13,0.32,0.23
MED7,-0.047708478,0.119368387,0.258563801,-0.234234592,-0.023509145,-0.012023756,0.13,0.22,0.02
MICAL1,-0.037565654,0.119421376,0.049678392,0.208581733,0.00422375,0.053637697,0.13,-0.19,-0.12
POP1,0.108512801,0.119456045,0.022728613,-0.009278024,-0.399643908,0.209817086,0.13,-0.08,0.03
STRIP1,-0.076122577,0.119505061,-0.375081995,-0.288527778,0.079377979,-0.218785006,0.13,0.03,0.12
HK2,0.978659042,0.11959396,-0.29245191,-0.486196975,-0.798456108,-0.668698219,0.13,-0.24,-0.20
RBAK,0.118709893,0.119623331,-0.030189758,-0.245697916,0.043802029,0.117951303,0.14,0.16,0.10
CLTB,0.189725762,0.119648705,0.219456308,0.020304767,-0.006783063,-0.112577233,0.14,0.25,0.19
FIG4,-0.186279078,0.119660806,0.113757221,-0.333789382,0.452577122,0.077071864,0.14,-0.51,-0.20
TIGD5,-0.012070543,0.1197611,0.014878997,0.050019385,-0.429130076,0.404932496,0.14,-0.01,0.14
PRMT6,0.164021169,0.119785433,0.199843411,-0.039009325,0.089484844,-0.078173406,0.14,0.19,0.13
CENPI,-0.012771709,0.119888597,0.138041169,0.130551873,-0.094540975,-0.519590521,0.14,0.00,-0.03
TCOF1,0.320692591,0.119906228,-0.020551165,0.233562549,0.158540646,0.193389205,0.14,0.14,0.14
HHIP,-0.07421426,0.119958515,-0.042540332,0.014535177,0.130342292,-0.190883898,0.14,0.00,-0.03
TMEM189,-0.106412278,0.119985553,0.073727624,0.232595642,0.188332663,0.107137285,0.14,0.34,0.21
THUMPD1,0.025643342,0.119997415,-0.115890597,0.095847013,0.133464922,-0.049873314,0.14,0.06,-0.05
ABRACL,-0.016418521,0.120085867,-0.241061151,0.049688294,0.077235395,-0.073649768,0.14,0.17,0.10
TDGF1,0.133397995,0.120109563,-0.08576771,0.017371441,-0.159707433,0.176092342,0.14,-0.31,0.34
DPYS,-0.210455268,0.120165654,0.199442234,0.019000199,-0.467393501,0.081164565,0.14,-0.08,-0.10
SUSD1,-0.038564433,0.120305019,0.042051112,0.254968303,-0.115271948,-0.068027274,0.14,-0.03,0.15
GNB1L,-0.37247089,0.120345302,0.090928345,0.033587715,-0.060233399,-0.376602378,0.14,-0.02,-0.18
C19orf55,0.014019162,0.12038146,-0.101676059,-0.24019705,-0.0289045,0.296608597,0.14,-0.10,0.08
RSL1D1,-0.143285483,0.120385634,0.024696962,-0.119725829,-0.015198438,-0.227294923,0.14,-0.31,0.07
KCNMB3,-0.067897021,0.120389292,0.017264684,-0.009951254,0.168895865,0.21403012,0.14,-0.04,-0.10
THEM5,-0.13412697,0.120389526,-0.054886261,0.182693968,0.149676119,0.03741592,0.14,0.14,0.02
MROH6,-0.151683022,0.120401532,0.079752368,0.13901314,0.185124696,-0.137541618,0.14,0.12,0.19
PP2D1,-0.041705934,0.12040864,0.180276688,0.157672619,0.27249193,-0.27413245,0.14,-0.20,0.02
DMXL1,-0.041384037,0.12041722,0.058669704,-0.041338653,-0.010715366,-0.123442721,0.14,0.01,-0.37
CLEC7A,-0.057218126,0.120476264,-0.345911861,-0.001556693,-0.124587126,0.151534334,0.14,0.06,0.20
MAD2L2,-0.126963048,0.120479522,0.149364714,0.088299193,-0.011351283,-0.16616305,0.14,0.04,-0.09
IL17RB,-0.222445338,0.120519676,0.116332321,0.275245454,0.250780385,-0.094541722,0.14,0.09,0.00
KCNK5,0.037262733,0.120537731,0.272187243,-0.09457058,0.235692152,0.053830405,0.14,0.11,0.23
SRRM5,-0.043142498,0.12058423,0.016705887,-0.100673746,0.043620285,0.161250654,0.14,-0.13,0.28
CCBL2,-0.105528102,0.120613627,0.035362579,-0.002212958,0.15212188,0.259216672,0.14,0.43,0.06
THTPA,0.003677686,0.120632449,-0.006420311,-0.251214773,0.017884163,-0.048299424,0.14,-0.08,-0.21
NDN,-0.120522679,0.120670005,-0.049999945,-0.276856126,0.113352002,0.071207156,0.14,-0.08,0.02
XPC,-0.112442604,0.120742161,-0.072308565,-0.084072341,0.31416387,0.186484353,0.14,0.20,0.07
GLUL,0.335113208,0.120746378,0.445389788,0.395552248,0.535899924,-0.875846867,0.14,0.13,0.14
ENSA,-0.077554098,0.120754676,-0.091858705,0.060766728,-0.030001252,0.163621593,0.14,0.11,-0.04
TMEM140,0.145260481,0.120767057,-0.187167068,-0.305469417,-0.307598197,0.124261534,0.14,0.01,0.15
LRRC32,-0.018438907,0.120803175,0.054553053,-0.040757677,-0.034169275,0.123026695,0.14,-0.06,-0.25
DIRAS3,-0.191940044,0.120835677,0.06256018,-0.002622602,0.165999364,0.362902117,0.14,-0.15,0.00
CCNY,0.007205815,0.12086132,0.032682809,0.09106802,-0.249344723,0.039794594,0.14,-0.09,0.23
TMEM241,0.072345909,0.120872455,0.168620609,-0.34208976,0.061653399,0.110580838,0.14,-0.27,0.00
SLC25A48,0.182135251,0.120910863,0.342832001,0.264983766,0.200237165,0.065707339,0.14,-0.05,-0.04
ELAVL1,0.622567242,0.120917726,0.639263009,0.130564322,-0.070307918,-0.190884442,0.14,0.04,0.06
DEDD,-0.169707359,0.120999684,-0.196031437,0.373008551,0.076067118,0.219167246,0.14,0.14,-0.07
TRIM61,0.075609761,0.121044116,0.090398427,-0.038397096,0.115105596,-0.005091352,0.14,-0.23,-0.08
CLLU1OS,0.14232268,0.121053849,-0.16141233,-0.129703549,-0.051546168,-0.074987823,0.14,0.04,-0.03
SLC22A14,0.054376999,0.12106278,0.144399325,-0.146383463,0.088909418,0.22168431,0.14,-0.04,-0.35
CLUL1,0.013803423,0.121098526,-0.10310184,0.020563807,-0.179923132,-0.055511417,0.14,-0.20,-0.02
ZNF772,0.093601321,0.121100447,0.028668155,-0.202992595,-0.116259404,-0.012523883,0.14,-0.21,0.00
PBOV1,-0.01454907,0.121109647,0.205736671,0.139277215,-0.068576242,-0.235914852,0.14,-0.12,0.28
NSG1,0.158394264,0.12116746,-0.122195607,-0.281123459,-0.120374289,0.222963474,0.14,0.06,-0.09
JRKL,-0.005561831,0.121172577,0.106777077,0.039470836,0.131111194,0.020156361,0.14,0.02,-0.11
NOBOX,0.132547504,0.121222326,-0.045805176,0.12629972,0.039303952,-0.001680479,0.14,0.02,0.11
AGPAT9,0.073301659,0.121306252,-0.144629584,0.116039598,0.147149828,0.038537641,0.14,-0.25,0.00
GBP3,-0.065172565,0.12135282,0.028418714,0.215678948,0.347067526,0.019276063,0.14,-0.07,-0.11
TAT,0.014679953,0.12138053,0.225470901,-0.162794358,-0.028892412,-0.031769775,0.14,0.15,0.17
MRPL38,-0.252947747,0.121456464,-0.317721092,0.033797554,0.103263533,-0.049133147,0.14,-0.10,0.23
TFDP3,-0.039109368,0.121460172,-0.185618605,-0.228679859,-0.149460964,0.107998252,0.14,0.09,0.22
OR7A10,0.117310818,0.121509174,0.017230675,-0.102291502,0.088204983,-0.214277023,0.14,-0.19,-0.08
LBH,0.057692411,0.121519849,0.033530422,0.096688163,0.09138381,0.225107424,0.14,0.11,0.02
IKZF3,0.035991209,0.121541916,0.001980263,-0.02562773,-0.154048313,0.133706984,0.14,0.35,0.70
CFL1,0.026169909,0.121590831,-0.190301428,0.361116481,0.398957526,-0.198068069,0.14,0.10,0.18
RAB42,-0.031183579,0.121600075,0.08778789,0.197256412,0.035641649,-0.06985835,0.14,0.07,-0.10
IGSF6,0.0942715,0.121611309,0.216881729,-0.046462661,-0.105457798,-0.158826585,0.14,0.42,0.18
TGFBI,-0.016679334,0.12169687,-0.116471578,-0.220605965,0.0770172,-0.115215819,0.14,-0.18,0.01
DBNDD2,0.026968711,0.121724593,0.033289893,0.113274256,0.251906895,-0.106218481,0.14,0.25,-0.11
PEF1,-0.114114654,0.121738592,-0.010108577,0.262739602,0.031092558,-0.045900598,0.14,0.02,0.10
NARG2,0.502616643,0.121755043,0.310264974,0.098587783,-0.225620147,-0.197941394,0.14,0.14,0.05
BPIFB4,0.035899782,0.12176217,0.112391556,0.219701083,-0.331944511,-0.162550438,0.14,-0.24,0.11
PCSK7,0.373667869,0.121770447,0.48658179,0.170436074,0.35612813,-0.127179388,0.14,-0.04,-0.29
SMIM19,0.040831091,0.121782483,0.008436656,-0.193009339,0.038046507,0.041408561,0.14,0.18,0.46
VCAM1,-0.07480433,0.121814181,-0.331471273,-0.006741722,-0.019295676,0.002617555,0.14,0.14,-0.16
PCDH17,0.036962235,0.121832544,0.109753294,-0.018876451,-0.080511769,-0.063072627,0.14,0.14,0.06
PIP4K2A,-0.206118362,0.121840004,-0.158163107,0.173931489,0.005270225,0.067371848,0.14,0.06,0.13
ADAT2,-0.214995479,0.121966807,-0.137972899,-0.483130336,0.040427175,-0.174301968,0.14,0.05,-0.30
KCNU1,0.04203782,0.121975175,-0.022768482,0.127733645,0.118071742,0.022569926,0.14,0.05,-0.12
GGT7,0.159027827,0.122003846,-0.047498248,-0.130041331,0.103532571,0.166115776,0.14,-0.11,-0.09
ZCWPW2,-0.025193645,0.12201043,0.100133292,0.001832654,0.006779773,0.143460636,0.14,0.12,-0.05
RFC4,-0.127825389,0.122021997,-0.2727575,-0.098476442,-0.094541471,0.144754815,0.14,-0.09,0.07
ZNF177,-0.044271437,0.122023143,0.11334198,0.033246864,-0.084488388,0.143894706,0.14,0.09,0.18
STS,0.088921029,0.122053265,0.113919472,0.057046038,0.087530414,-0.05491678,0.14,0.24,-0.16
NFKB2,-0.021077397,0.12210478,-0.234944979,0.021351653,0.135866781,0.233451918,0.14,-0.10,0.02
RNF8,-0.086934136,0.122143605,0.067432259,0.057775872,0.180460986,-0.010222524,0.14,-0.02,0.26
LFNG,0.226685334,0.122144827,0.48254878,-0.322745681,-0.122999248,0.184223064,0.14,0.03,0.08
VEZF1,-0.621688481,0.122146521,0.460252562,0.093692449,0.398754506,0.344636662,0.14,0.50,0.69
PHYHIPL,-0.111098328,0.122182756,-0.186484191,-0.043486826,0.119608425,0.070578621,0.14,-0.01,0.17
SETD2,-0.061197579,0.122223867,0.302645414,0.097736604,-0.149867389,-0.689718032,0.14,-0.41,-0.15
KLHL21,-0.063749212,0.122224992,-0.193994639,0.033699183,-0.110595228,-0.010215405,0.14,-0.01,-0.29
DQX1,-0.120897454,0.122252276,-0.032920262,-0.029214878,-0.128718983,-0.058356215,0.14,-0.03,-0.01
OLAH,0.049183885,0.122254798,-0.145721949,-0.298943723,-0.15499704,0.154939829,0.14,0.14,0.16
RRNAD1,-0.015511451,0.122311266,0.26374562,0.079875538,0.152093739,0.179067708,0.14,-0.01,-0.15
CACNA1I,-0.024165973,0.122326661,0.140155708,0.12009635,0.078453444,0.207302878,0.14,0.00,0.32
SYTL2,-0.014336141,0.122334233,-0.090146696,-0.053224985,0.094024114,0.099685283,0.14,-0.06,0.10
PTPRC,-0.090399135,0.122336103,-0.072596075,0.324147084,0.341475213,0.168809529,0.14,0.02,-0.14
C2orf42,-0.294529423,0.122562509,-0.064794517,0.105387263,0.013191765,-0.022663889,0.14,-0.04,-0.19
KIFC1,-0.050933871,0.122562737,-0.193874004,-0.29607413,-0.047273866,-0.004634644,0.14,-0.45,0.05
OR10P1,-0.031367927,0.12259434,-0.263129489,-0.221212944,0.083471833,-0.282939057,0.14,-0.14,-0.12
TAF6L,0.935982617,0.12260352,0.124036329,0.304472037,-0.138733822,0.235474915,0.14,0.10,0.23
ARL2BP,-0.098363347,0.122606131,-0.021401598,0.159473385,0.177065546,-0.142857035,0.14,0.48,0.01
ZNF556,-0.05595687,0.122637611,0.216139489,-0.399702714,0.175343484,-0.100042381,0.14,0.22,0.07
DUS1L,0.140511024,0.122720285,-0.292841006,-0.006717734,0.039171585,-0.285708056,0.14,-0.09,0.02
FANCD2OS,0.096418632,0.12273413,-0.014121006,0.102634505,0.0232399,0.039051972,0.14,0.09,0.11
CCDC157,0.014432777,0.122760114,-0.044222748,-0.111548853,0.110820126,-0.068176607,0.14,-0.01,-0.04
WISP1,0.12160759,0.122776792,-0.187622584,0.021225489,0.066002216,0.102816666,0.14,0.27,-0.06
SMDT1,0.148543027,0.122782473,0.138732781,-0.262725219,0.219446599,0.254463026,0.14,-0.20,0.23
FBP2,0.017669971,0.122796071,-0.105431284,-0.017898796,0.019910523,0.067771276,0.14,-0.13,0.05
MARCH7,0.002268125,0.122807816,-0.11837648,-0.309722531,-0.55825326,0.050843541,0.14,-0.07,0.00
CHKB,0.035630424,0.122858454,0.016954144,0.020574572,0.225762645,0.022555958,0.14,-0.24,0.28
ADRA1B,0.053425454,0.12286596,0.160342592,-0.094671011,0.135737647,-0.224163775,0.14,-0.04,0.20
EIF2S1,0.036495627,0.122880123,-0.055188989,0.106501462,0.032918669,-0.302252292,0.14,0.19,0.09
HES4,-0.166587727,0.122891012,0.088863994,0.052090179,0.416919015,-0.11066595,0.14,0.00,0.06
PMCH,0.134783698,0.122918506,0.143358278,0.041481134,-0.094413159,0.422850147,0.14,0.08,0.07
TMC5,0.132603172,0.12293229,0.031485628,0.13849662,-0.064152968,0.218173761,0.14,0.03,-0.12
STK25,0.054685147,0.123018194,-0.049206193,0.081435709,-0.282710119,-0.11028552,0.14,-0.24,0.01
PCK2,-0.189959479,0.123036767,-0.045395891,-0.017740797,0.140485852,0.076710606,0.14,-0.12,-0.16
SUN5,-0.095696145,0.123092997,-0.009679201,0.283610866,-0.148543551,0.095045146,0.14,0.24,0.25
AKT2,0.348574764,0.123098342,0.362534522,-0.043910596,0.15021217,0.189675772,0.14,0.20,0.09
ADAMTS2,0.066640702,0.123101117,-0.095328197,-0.114693242,-0.046259795,0.11024578,0.14,0.03,-0.14
NUDT15,-0.019680555,0.123101214,-0.302618394,-0.003125049,-0.296267701,-0.112882565,0.14,-0.05,-0.05
KATNAL2,0.143792571,0.123110827,-0.186481859,0.275917121,0.188149009,0.080025189,0.14,0.09,-0.07
LRRC36,0.189116257,0.123184703,0.302582906,-0.046203267,-0.038216494,0.212252144,0.14,0.19,-0.07
AVPR2,0.024635472,0.123196757,-0.013051831,0.086188349,0.116865441,-0.193274368,0.14,-0.19,-0.02
COMMD6,0.210447235,0.123216217,0.155602551,0.132504022,-0.08647839,-0.127815842,0.14,-0.04,-0.08
ENPEP,0.126514966,0.123218963,0.165010928,-0.142749209,0.029563697,0.184578856,0.14,0.01,0.11
C1orf51,0.069052459,0.123252109,0.09624533,-0.109888909,0.043487841,-0.026786324,0.14,-0.21,-0.30
ODC1,0.143469377,0.12327581,0.326951403,-0.072058441,0.093060006,0.082434063,0.14,-0.14,-0.12
C11orf44,0.0400983,0.123292673,-0.055026379,0.080239911,-0.071158517,0.099330928,0.14,-0.01,0.30
MVB12A,0.213604791,0.123326087,-0.022145978,-0.129168151,-0.093780691,0.125530296,0.14,0.88,-0.16
NTNG1,0.22331562,0.123366826,-0.065051405,-0.149263082,-0.037338863,-0.10444496,0.14,0.16,0.28
SH3BP1,-0.08420921,0.123427648,0.087119359,0.238130524,-0.11601852,-0.133881189,0.14,0.06,0.15
FAM71B,0.038606402,0.123451672,0.089219001,0.087614369,0.039862847,-0.08302605,0.14,0.35,0.04
HN1L,0.102529827,0.123460804,-0.133848843,-0.00051252,0.119198463,0.306502563,0.14,0.22,0.18
ZNF276,-0.098581114,0.123500734,0.146071874,0.094120407,0.302552516,0.152608749,0.14,-0.20,-0.25
CNPPD1,0.041938304,0.12355776,-0.054838348,0.046576345,-0.119770964,0.080876308,0.14,0.08,-0.12
VSIG2,0.218721676,0.123580469,0.259845597,-0.034750924,-0.021769057,-0.084224493,0.14,-0.16,-0.14
ZDHHC2,0.110554111,0.123640442,0.242690354,0.137400814,-0.059339147,-0.079920201,0.14,-0.14,-0.21
ZNF570,0.03767879,0.123672694,-0.134621847,0.233456435,-0.127789312,-0.198139961,0.14,-0.28,-0.09
ARNTL2,-0.015435811,0.123711261,0.027224688,0.3551181,0.028376973,-0.182442328,0.14,0.08,0.07
SHISA6,0.010311319,0.123741924,-0.003536652,-0.277163502,0.038419315,0.107022003,0.14,0.25,0.00
SMIM18,0.065813474,0.123747644,-0.144135603,0.006942507,0.089971186,0.026213336,0.14,-0.07,-0.47
MRPL14,-0.248841155,0.12377721,-0.168996811,-0.29437533,-0.103668362,-0.157601992,0.14,-0.08,-0.20
MPLKIP,-0.391472056,0.123777613,0.379534956,-0.131613108,0.147147205,-0.120252277,0.14,0.06,-0.32
C8orf44,-0.032344249,0.123894077,-0.160158266,-0.061621653,-0.107387669,0.050293329,0.14,-0.27,0.02
EFHB,-0.082890512,0.123905252,-0.160567947,0.124414957,-0.179655548,0.001809612,0.14,-0.08,-0.03
SEMA7A,-0.245019658,0.123912487,0.114762747,0.045609953,0.174853815,-0.058736052,0.14,-0.04,0.01
AVPR1A,-0.126545627,0.123948347,-0.013752527,-0.106599547,-0.053102518,0.2550312,0.14,-0.03,0.14
S100B,0.018998,0.123949993,0.129261389,0.068565142,0.051533075,-0.095273917,0.14,0.42,-0.13
ETS1,0.084689951,0.124025185,0.360585063,0.085238673,-0.016581892,0.088897661,0.14,-0.26,-0.17
GRTP1,0.075369635,0.124074885,-0.086963652,0.101034852,0.221414443,-0.053053804,0.14,0.05,-0.44
DPAGT1,-0.278214523,0.124115436,-0.103289036,-0.11133948,-0.135156379,-0.07411642,0.14,-0.08,0.05
SLITRK6,0.174581884,0.124221828,0.061216931,-0.032660855,-0.106409629,-0.088236704,0.14,0.12,0.17
OCRL,-0.005771544,0.124224851,0.00969241,-0.043122187,-0.134465317,-0.099412301,0.14,-0.11,-0.24
VSNL1,0.108394345,0.124263536,-0.013021055,0.106055133,0.053775724,0.279876612,0.14,0.02,-0.29
C22orf15,0.129115547,0.124265153,-0.152893819,-0.184724749,-0.048244996,-0.058169966,0.14,0.08,-0.08
PURG,0.095605778,0.124410505,0.411974164,0.066371769,0.091267438,0.172036908,0.14,-0.22,0.11
TRMT10A,0.157614338,0.124429641,0.183695137,0.09390985,0.327475672,0.085557465,0.14,-0.08,0.00
ELMO1,-0.017690581,0.124458998,0.087027182,-0.203813806,-0.193374551,0.06751989,0.14,0.00,-0.13
FBXL5,-0.406980599,0.124462761,-0.073729458,0.25253678,0.005252919,0.283869236,0.14,-0.12,-0.28
SLC46A2,-0.025502605,0.124524848,0.324843719,-0.208296994,-0.070584841,0.010690548,0.14,-0.02,0.03
CLECL1,-0.051057151,0.124621714,-0.080445079,0.19122855,-0.193278455,-0.011281559,0.14,0.04,0.17
DHX32,0.150887336,0.124634233,-0.084028561,0.04190091,-0.18377453,0.101191463,0.14,0.41,0.51
PRDM13,-0.18869456,0.124673735,0.045608717,-0.062873873,0.173595791,-0.072190703,0.14,0.19,0.08
DDB1,-0.000794626,0.124675182,-0.070180362,0.068944553,-0.239222002,-0.157802804,0.14,0.15,0.05
ACE,0.064041121,0.124685218,0.03923627,0.163944206,-0.176839576,-0.039033242,0.14,0.05,0.21
SLC30A5,-0.21670748,0.124740716,-0.317030723,0.056741754,-0.033040473,0.173315614,0.14,0.25,0.04
OPN5,-0.186096427,0.124775725,0.135096119,0.026177848,0.105537111,-0.184271592,0.14,0.43,0.15
UBE2W,-0.036913219,0.12478668,-0.261898201,0.076579652,0.159223458,0.1666887,0.14,-0.03,-0.02
TUBB1,0.006866863,0.124829013,0.039819268,0.096238223,-0.053332687,0.261078589,0.14,-0.02,0.17
BSCL2,-0.047163436,0.124878623,0.316460214,-0.435500513,0.00596362,-0.076339913,0.14,0.23,0.20
SORT1,0.099196423,0.124902354,-0.092212014,0.181545177,0.135395165,-0.0215667,0.14,0.08,0.09
NHEJ1,-0.182461336,0.124929915,-0.163647249,0.394247035,0.056179933,0.133676817,0.14,-0.06,-0.10
VASH1,0.157568198,0.124966192,0.126233011,0.028878917,-0.452466395,0.086379616,0.14,0.39,0.22
OR52L1,-0.033885487,0.124991036,0.037509692,-0.102768487,0.126969702,0.055477942,0.14,-0.15,-0.05
HMBOX1,-0.0391933,0.124993925,0.142722414,0.102123916,0.101444155,0.158053847,0.14,0.06,-0.33
ARHGAP6,0.169117431,0.125037318,0.009396445,-0.173229599,0.183528835,-0.18188925,0.14,-0.21,0.06
PADI4,0.131688569,0.125063117,0.183981409,0.275744325,-0.183485369,0.07949916,0.14,-0.12,0.20
MAMDC2,-0.185758502,0.125071122,-0.141079914,-0.156193763,-0.187263368,0.08269034,0.14,-0.07,0.25
ABHD16B,0.056291602,0.125072418,0.079835726,-0.037806364,0.166611552,0.214343456,0.14,0.27,0.14
APOBEC3D,-0.094097883,0.125098536,0.134570282,-0.050841941,-0.169424158,0.045470456,0.14,0.13,0.81
